symbol,setup_type,signal_date,entry_date,entry_price,stop_loss,take_profit,exit_date,exit_price,exit_reason,pnl_pct,holding_bars,confluence_score,reasons
MBB,MONEY_IN,2025-03-06,2025-03-07,18.19,18.0,18.0,2025-03-12,18.0,DIST_EXIT,1.65,3,0.0,regime=MONEY_IN | score=3 | mkt=UPTREND | money_in
MBB,EARLY_MONEY_IN,2025-06-13,2025-06-16,18.64,18.0,20.0,2025-07-16,20.0,TSL,6.65,22,0.0,regime=EARLY_MONEY_IN | score=3 | mkt=SIDEWAY | money_in
MBB,EARLY_MONEY_IN,2025-07-23,2025-07-24,20.66,20.0,22.0,2025-07-29,20.0,DIST_EXIT,-1.26,3,0.0,regime=EARLY_MONEY_IN | score=3 | mkt=UPTREND | money_in
MBB,MONEY_IN,2025-08-05,2025-08-06,22.88,22.0,24.0,2025-08-22,27.0,DIST_EXIT,18.66,12,0.0,regime=MONEY_IN | score=4 | mkt=UPTREND | money_in
MBB,EARLY_MONEY_IN,2025-10-06,2025-10-07,27.5,27.0,28.0,2025-10-07,27.0,SL,-1.82,0,0.0,regime=EARLY_MONEY_IN | score=3 | mkt=UPTREND | money_in
MBB,EARLY_MONEY_IN,2025-10-09,2025-10-10,27.4,27.0,28.0,2025-10-13,27.0,SL,-1.46,1,0.0,regime=EARLY_MONEY_IN | score=3 | mkt=UPTREND | money_in
MBB,BREAKOUT_FLOW,2025-12-03,2025-12-04,24.8,24.0,26.0,2025-12-12,24.0,SL,-3.23,6,0.0,regime=BREAKOUT_FLOW | score=7 | mkt=SIDEWAY | breakout_flow | money_in
MBB,EARLY_MONEY_IN,2026-01-05,2026-01-06,25.45,24.0,28.0,2026-01-07,27.0,DIST_EXIT,5.11,1,0.0,regime=EARLY_MONEY_IN | score=3 | mkt=UPTREND | money_in
MBB,MONEY_IN,2026-01-12,2026-01-13,28.25,27.0,30.0,2026-01-13,28.0,DIST_EXIT,-2.3,0,0.0,regime=MONEY_IN | score=4 | mkt=UPTREND | money_in
MBB,EARLY_MONEY_IN,2026-04-08,2026-04-09,26.5,25.0,29.0,2026-04-29,26.0,END_OF_DATA,-1.7,13,0.0,regime=EARLY_MONEY_IN | score=4 | mkt=SIDEWAY | money_in
MSN,BREAKOUT_FLOW,2024-02-19,2024-02-20,69.7,68.0,72.0,2024-02-20,69.0,DIST_EXIT,-1.29,0,0.0,regime=BREAKOUT_FLOW | score=7 | mkt=UPTREND | breakout_flow | money_in
MSN,EARLY_MONEY_IN,2024-03-04,2024-03-05,71.2,69.0,74.0,2024-03-08,78.0,DIST_EXIT,10.25,3,0.0,regime=EARLY_MONEY_IN | score=5 | mkt=UPTREND | money_in
MSN,BREAKOUT_FLOW,2024-05-17,2024-05-20,76.5,74.0,80.0,2024-05-22,74.0,SL,-3.27,2,0.0,regime=BREAKOUT_FLOW | score=8 | mkt=SIDEWAY | breakout_flow | money_in
MSN,EARLY_MONEY_IN,2024-08-16,2024-08-19,77.8,75.0,82.0,2024-09-05,75.0,SL,-3.6,11,0.0,regime=EARLY_MONEY_IN | score=5 | mkt=SIDEWAY | money_in
MSN,MONEY_IN,2024-10-09,2024-10-10,78.0,76.0,81.0,2024-10-16,81.0,DIST_EXIT,3.33,4,0.0,regime=MONEY_IN | score=3 | mkt=UPTREND | money_in
MSN,EARLY_MONEY_IN,2025-01-24,2025-02-03,67.8,66.0,70.0,2025-02-17,66.0,DIST_EXIT,-2.06,10,0.0,regime=EARLY_MONEY_IN | score=4 | mkt=SIDEWAY | money_in
MSN,EARLY_MONEY_IN,2025-03-04,2025-03-05,69.3,68.0,71.0,2025-03-05,68.0,DIST_EXIT,-1.3,0,0.0,regime=EARLY_MONEY_IN | score=3 | mkt=UPTREND | money_in
MSN,EARLY_MONEY_IN,2025-04-25,2025-04-28,62.4,59.0,68.0,2025-05-21,64.0,DIST_EXIT,1.92,14,0.0,regime=EARLY_MONEY_IN | score=3 | mkt=SIDEWAY | money_in
MSN,BREAKOUT_FLOW,2025-06-05,2025-06-06,65.9,64.0,69.0,2025-06-09,64.0,SL,-2.88,1,0.0,regime=BREAKOUT_FLOW | score=7 | mkt=UPTREND | breakout_flow | money_in
MSN,MONEY_IN,2025-06-26,2025-06-27,72.3,70.0,76.0,2025-07-10,77.0,DIST_EXIT,6.22,9,0.0,regime=MONEY_IN | score=4 | mkt=UPTREND | money_in
MSN,MONEY_IN,2025-08-11,2025-08-12,85.0,81.0,91.0,2025-08-13,87.0,DIST_EXIT,1.88,1,0.0,regime=MONEY_IN | score=6 | mkt=UPTREND | money_in
MSN,EARLY_MONEY_IN,2025-09-12,2025-09-15,86.8,82.0,94.0,2025-09-22,82.0,SL,-5.53,5,0.0,regime=EARLY_MONEY_IN | score=4 | mkt=UPTREND | money_in
MSN,EARLY_MONEY_IN,2025-10-10,2025-10-13,83.6,81.0,87.0,2025-10-14,83.0,DIST_EXIT,-0.72,1,0.0,regime=EARLY_MONEY_IN | score=3 | mkt=UPTREND | money_in
MSN,EARLY_MONEY_IN,2025-12-03,2025-12-04,81.3,79.0,85.0,2025-12-05,79.0,SL,-2.83,1,0.0,regime=EARLY_MONEY_IN | score=4 | mkt=SIDEWAY | money_in
MSN,EARLY_MONEY_IN,2026-01-07,2026-01-08,79.0,77.0,82.0,2026-01-09,77.0,SL,-2.53,1,0.0,regime=EARLY_MONEY_IN | score=3 | mkt=UPTREND | money_in
MSN,EARLY_MONEY_IN,2026-01-12,2026-01-13,79.5,77.0,83.0,2026-01-15,81.0,DIST_EXIT,2.26,2,0.0,regime=EARLY_MONEY_IN | score=3 | mkt=UPTREND | money_in
MSN,EARLY_MONEY_IN,2026-01-29,2026-01-30,84.6,80.0,91.0,2026-02-05,80.0,SL,-5.44,4,0.0,regime=EARLY_MONEY_IN | score=6 | mkt=SIDEWAY | money_in
MSN,EARLY_MONEY_IN,2026-04-08,2026-04-09,77.6,74.0,83.0,2026-04-29,77.0,END_OF_DATA,-1.03,13,0.0,regime=EARLY_MONEY_IN | score=5 | mkt=SIDEWAY | money_in
PLX,EARLY_MONEY_IN,2024-01-11,2024-01-12,33.06,32.0,35.0,2024-02-20,34.0,DIST_EXIT,1.39,22,0.0,regime=EARLY_MONEY_IN | score=3 | mkt=UPTREND | money_in
PLX,BREAKOUT_FLOW,2024-03-07,2024-03-08,34.92,34.0,36.0,2024-03-11,34.0,SL,-2.63,1,0.0,regime=BREAKOUT_FLOW | score=9 | mkt=UPTREND | breakout_flow | money_in
PLX,MONEY_IN,2024-03-21,2024-03-22,35.85,34.0,39.0,2024-04-11,34.0,SL,-5.19,14,0.0,regime=MONEY_IN | score=4 | mkt=UPTREND | money_in
PLX,BREAKOUT_FLOW,2024-05-07,2024-05-08,36.04,35.0,38.0,2024-05-09,37.0,DIST_EXIT,3.86,1,0.0,regime=BREAKOUT_FLOW | score=8 | mkt=SIDEWAY | breakout_flow | money_in
PLX,MONEY_IN,2024-05-23,2024-05-24,39.86,38.0,43.0,2024-05-29,40.0,DIST_EXIT,-0.48,3,0.0,regime=MONEY_IN | score=6 | mkt=SIDEWAY | money_in
PLX,BREAKOUT_FLOW,2024-07-04,2024-07-05,42.48,41.0,45.0,2024-07-17,44.0,DIST_EXIT,3.41,8,0.0,regime=BREAKOUT_FLOW | score=9 | mkt=UPTREND | breakout_flow | money_in
PLX,EARLY_MONEY_IN,2024-10-04,2024-10-07,43.93,43.0,45.0,2024-10-09,43.0,SL,-2.12,2,0.0,regime=EARLY_MONEY_IN | score=3 | mkt=SIDEWAY | money_in
PLX,EARLY_MONEY_IN,2024-11-28,2024-11-29,38.99,38.0,40.0,2024-12-13,38.0,SL,-2.54,10,0.0,regime=EARLY_MONEY_IN | score=3 | mkt=SIDEWAY | money_in
PLX,EARLY_MONEY_IN,2025-02-10,2025-02-11,39.19,38.0,41.0,2025-02-17,41.0,DIST_EXIT,3.7,4,0.0,regime=EARLY_MONEY_IN | score=5 | mkt=SIDEWAY | money_in
PLX,EARLY_MONEY_IN,2025-03-03,2025-03-04,42.77,42.0,44.0,2025-03-06,42.0,SL,-1.8,2,0.0,regime=EARLY_MONEY_IN | score=5 | mkt=UPTREND | money_in
PLX,EARLY_MONEY_IN,2025-05-08,2025-05-09,34.54,33.0,37.0,2025-05-14,35.0,DIST_EXIT,0.0,3,0.0,regime=EARLY_MONEY_IN | score=4 | mkt=SIDEWAY | money_in
PLX,BREAKOUT_FLOW,2025-06-06,2025-06-09,36.24,35.0,38.0,2025-06-11,35.0,SL,-3.42,2,0.0,regime=BREAKOUT_FLOW | score=8 | mkt=UPTREND | breakout_flow | money_in
PLX,BREAKOUT_FLOW,2025-06-13,2025-06-16,40.0,39.0,42.0,2025-06-16,39.0,SL,-2.5,0,0.0,regime=BREAKOUT_FLOW | score=8 | mkt=SIDEWAY | breakout_flow | money_in
PLX,EARLY_MONEY_IN,2025-07-24,2025-07-25,38.2,37.0,40.0,2025-07-25,38.0,DIST_EXIT,-0.13,0,0.0,regime=EARLY_MONEY_IN | score=4 | mkt=UPTREND | money_in
PLX,EARLY_MONEY_IN,2025-08-08,2025-08-11,38.25,37.0,40.0,2025-08-12,39.0,DIST_EXIT,1.05,1,0.0,regime=EARLY_MONEY_IN | score=4 | mkt=UPTREND | money_in
PLX,BREAKOUT_FLOW,2025-12-08,2025-12-09,35.8,35.0,37.0,2025-12-09,35.0,SL,-2.23,0,0.0,regime=BREAKOUT_FLOW | score=7 | mkt=SIDEWAY | breakout_flow | money_in
PLX,MONEY_IN,2026-01-06,2026-01-07,39.4,38.0,42.0,2026-01-12,42.0,DIST_EXIT,7.61,3,0.0,regime=MONEY_IN | score=6 | mkt=UPTREND | money_in
PLX,BREAKOUT_FLOW,2026-03-03,2026-03-04,68.0,65.0,72.0,2026-03-05,65.0,SL,-4.41,1,0.0,regime=BREAKOUT_FLOW | score=6 | mkt=SIDEWAY | breakout_flow | money_in
MWG,EARLY_MONEY_IN,2024-01-16,2024-01-17,43.33,42.0,45.0,2024-02-23,44.0,TSL,1.55,22,0.0,regime=EARLY_MONEY_IN | score=6 | mkt=UPTREND | money_in
MWG,MONEY_IN,2024-03-05,2024-03-06,48.9,47.0,52.0,2024-03-08,47.0,SL,-3.89,2,0.0,regime=MONEY_IN | score=4 | mkt=UPTREND | money_in
MWG,EARLY_MONEY_IN,2024-03-20,2024-03-21,47.43,45.0,51.0,2024-04-15,49.0,REVERSAL_DOUBLE_TOP,2.89,17,0.0,regime=EARLY_MONEY_IN | score=5 | mkt=UPTREND | money_in
MWG,MONEY_IN,2024-08-16,2024-08-19,68.02,65.0,73.0,2024-09-17,65.0,SL,-4.44,19,0.0,regime=MONEY_IN | score=6 | mkt=SIDEWAY | money_in
MWG,EARLY_MONEY_IN,2024-09-18,2024-09-19,67.53,66.0,70.0,2024-09-23,66.0,SL,-2.27,2,0.0,regime=EARLY_MONEY_IN | score=3 | mkt=SIDEWAY | money_in
MWG,EARLY_MONEY_IN,2025-01-24,2025-02-03,58.16,57.0,60.0,2025-02-07,57.0,SL,-1.99,4,0.0,regime=EARLY_MONEY_IN | score=3 | mkt=SIDEWAY | money_in
MWG,EARLY_MONEY_IN,2025-02-21,2025-02-24,57.28,55.0,61.0,2025-03-14,61.0,REVERSAL_DOUBLE_TOP,5.85,14,0.0,regime=EARLY_MONEY_IN | score=3 | mkt=UPTREND | money_in
MWG,BREAKOUT_FLOW,2025-05-13,2025-05-14,62.9,60.0,67.0,2025-05-30,61.0,DIST_EXIT,-2.83,12,0.0,regime=BREAKOUT_FLOW | score=9 | mkt=SIDEWAY | breakout_flow | money_in
MWG,EARLY_MONEY_IN,2025-09-11,2025-09-12,78.8,75.0,84.0,2025-10-20,82.0,DIST_EXIT,4.44,26,0.0,regime=EARLY_MONEY_IN | score=5 | mkt=UPTREND | money_in
MWG,BREAKOUT_FLOW,2025-12-03,2025-12-04,85.0,82.0,90.0,2025-12-12,82.0,SL,-3.53,6,0.0,regime=BREAKOUT_FLOW | score=9 | mkt=SIDEWAY | breakout_flow | money_in
MWG,BREAKOUT_FLOW,2025-12-23,2025-12-24,87.6,84.0,93.0,2025-12-26,84.0,SL,-4.11,2,0.0,regime=BREAKOUT_FLOW | score=9 | mkt=UPTREND | breakout_flow | money_in
MWG,EARLY_MONEY_IN,2026-01-29,2026-01-30,90.0,87.0,94.0,2026-02-06,87.0,SL,-3.33,5,0.0,regime=EARLY_MONEY_IN | score=4 | mkt=SIDEWAY | money_in
MWG,BREAKOUT_FLOW,2026-04-17,2026-04-20,87.5,84.0,93.0,2026-04-24,84.0,SL,-4.0,4,0.0,regime=BREAKOUT_FLOW | score=6 | mkt=SIDEWAY | breakout_flow | money_in
HDB,EARLY_MONEY_IN,2024-01-04,2024-01-05,12.6,12.0,14.0,2024-02-27,14.0,TSL,11.11,32,0.0,regime=EARLY_MONEY_IN | score=5 | mkt=UPTREND | money_in
HDB,EARLY_MONEY_IN,2024-03-21,2024-03-22,14.76,14.0,16.0,2024-04-17,14.0,SL,-5.15,18,0.0,regime=EARLY_MONEY_IN | score=5 | mkt=UPTREND | money_in
HDB,EARLY_MONEY_IN,2024-07-02,2024-07-03,14.94,14.0,16.0,2024-07-24,16.0,TSL,6.96,15,0.0,regime=EARLY_MONEY_IN | score=6 | mkt=SIDEWAY | money_in
HDB,BREAKOUT_FLOW,2024-09-26,2024-09-27,18.26,18.0,19.0,2024-09-27,18.0,DIST_EXIT,0.0,0,0.0,regime=BREAKOUT_FLOW | score=9 | mkt=UPTREND | breakout_flow | money_in
HDB,EARLY_MONEY_IN,2024-12-03,2024-12-04,16.75,16.0,18.0,2025-01-08,18.0,TSL,7.46,24,0.0,regime=EARLY_MONEY_IN | score=3 | mkt=SIDEWAY | money_in
HDB,EARLY_MONEY_IN,2025-05-26,2025-05-27,17.42,17.0,18.0,2025-05-29,17.0,SL,-2.41,2,0.0,regime=EARLY_MONEY_IN | score=6 | mkt=UPTREND | money_in
HDB,EARLY_MONEY_IN,2025-07-01,2025-07-02,17.08,17.0,17.0,2025-07-02,17.0,SL,-0.47,0,0.0,regime=EARLY_MONEY_IN | score=3 | mkt=UPTREND | money_in
HDB,EARLY_MONEY_IN,2025-07-03,2025-07-04,17.46,17.0,18.0,2025-07-15,19.0,DIST_EXIT,6.64,7,0.0,regime=EARLY_MONEY_IN | score=5 | mkt=UPTREND | money_in
HDB,BREAKOUT_FLOW,2025-07-23,2025-07-24,20.93,20.0,22.0,2025-07-29,20.0,DIST_EXIT,-2.39,3,0.0,regime=BREAKOUT_FLOW | score=6 | mkt=UPTREND | breakout_flow | money_in
HDB,BREAKOUT_FLOW,2025-08-14,2025-08-15,24.4,23.0,26.0,2025-09-19,23.0,REVERSAL_MA20_BREAK,-4.59,23,0.0,regime=BREAKOUT_FLOW | score=6 | mkt=UPTREND | breakout_flow | money_in
HDB,EARLY_MONEY_IN,2025-10-06,2025-10-07,24.48,23.0,27.0,2025-10-15,26.0,DIST_EXIT,4.74,6,0.0,regime=EARLY_MONEY_IN | score=4 | mkt=UPTREND | money_in
HDB,MONEY_IN,2025-12-30,2025-12-31,27.8,26.0,30.0,2026-01-15,27.0,TSL,-2.88,9,0.0,regime=MONEY_IN | score=4 | mkt=UPTREND | money_in
HDB,EARLY_MONEY_IN,2026-02-11,2026-02-12,27.85,27.0,29.0,2026-03-02,27.0,SL,-3.05,7,0.0,regime=EARLY_MONEY_IN | score=5 | mkt=SIDEWAY | money_in
HDB,BREAKOUT_FLOW,2026-04-08,2026-04-09,26.25,25.0,28.0,2026-04-29,27.0,END_OF_DATA,1.33,13,0.0,regime=BREAKOUT_FLOW | score=9 | mkt=SIDEWAY | breakout_flow | money_in
LPB,MONEY_IN,2024-01-18,2024-01-19,13.95,13.0,15.0,2024-03-06,14.0,DIST_EXIT,2.22,28,0.0,regime=MONEY_IN | score=3 | mkt=UPTREND | money_in
LPB,EARLY_MONEY_IN,2024-03-29,2024-04-01,13.79,13.0,15.0,2024-04-11,15.0,DIST_EXIT,6.6,8,0.0,regime=EARLY_MONEY_IN | score=6 | mkt=UPTREND | money_in
LPB,BREAKOUT_FLOW,2024-05-16,2024-05-17,17.77,17.0,19.0,2024-05-24,18.0,DIST_EXIT,4.05,5,0.0,regime=BREAKOUT_FLOW | score=8 | mkt=SIDEWAY | breakout_flow | money_in
LPB,MONEY_IN,2024-06-14,2024-06-17,21.99,21.0,23.0,2024-07-26,24.0,TSL,9.14,29,0.0,regime=MONEY_IN | score=4 | mkt=UPTREND | money_in
LPB,MONEY_IN,2024-10-08,2024-10-09,26.69,26.0,28.0,2024-10-10,27.0,DIST_EXIT,-0.56,1,0.0,regime=MONEY_IN | score=4 | mkt=SIDEWAY | money_in
LPB,MONEY_IN,2024-12-02,2024-12-03,26.58,26.0,27.0,2024-12-04,27.0,DIST_EXIT,0.56,1,0.0,regime=MONEY_IN | score=4 | mkt=SIDEWAY | money_in
LPB,EARLY_MONEY_IN,2024-12-25,2024-12-26,27.41,27.0,28.0,2025-01-03,28.0,DIST_EXIT,3.47,5,0.0,regime=EARLY_MONEY_IN | score=5 | mkt=UPTREND | money_in
LPB,BREAKOUT_FLOW,2025-01-23,2025-01-24,32.93,32.0,34.0,2025-03-04,33.0,TSL,0.21,22,0.0,regime=BREAKOUT_FLOW | score=6 | mkt=UPTREND | breakout_flow | money_in
LPB,EARLY_MONEY_IN,2025-03-18,2025-03-19,32.98,32.0,34.0,2025-03-24,32.0,SL,-2.97,3,0.0,regime=EARLY_MONEY_IN | score=3 | mkt=UPTREND | money_in
LPB,EARLY_MONEY_IN,2025-06-17,2025-06-18,32.5,32.0,33.0,2025-06-18,32.0,SL,-1.54,0,0.0,regime=EARLY_MONEY_IN | score=4 | mkt=UPTREND | money_in
LPB,BREAKOUT_FLOW,2025-07-07,2025-07-08,33.65,33.0,35.0,2025-07-09,33.0,DIST_EXIT,-1.19,1,0.0,regime=BREAKOUT_FLOW | score=9 | mkt=UPTREND | breakout_flow | money_in
LPB,EARLY_MONEY_IN,2025-07-28,2025-07-29,36.65,35.0,39.0,2025-07-29,35.0,SL,-4.5,0,0.0,regime=EARLY_MONEY_IN | score=7 | mkt=UPTREND | money_in
LPB,MONEY_IN,2025-08-12,2025-08-13,38.5,37.0,41.0,2025-10-06,52.0,DIST_EXIT,34.81,36,0.0,regime=MONEY_IN | score=6 | mkt=UPTREND | money_in
LPB,EARLY_MONEY_IN,2025-12-22,2025-12-23,44.25,42.0,48.0,2025-12-23,42.0,SL,-5.08,0,0.0,regime=EARLY_MONEY_IN | score=3 | mkt=UPTREND | money_in
LPB,EARLY_MONEY_IN,2026-02-13,2026-02-23,42.85,41.0,46.0,2026-03-09,41.0,SL,-4.32,10,0.0,regime=EARLY_MONEY_IN | score=5 | mkt=UPTREND | money_in
SAB,BREAKOUT_FLOW,2024-03-06,2024-03-07,51.63,50.0,54.0,2024-03-07,51.0,DIST_EXIT,-0.64,0,0.0,regime=BREAKOUT_FLOW | score=9 | mkt=UPTREND | breakout_flow | money_in
SAB,EARLY_MONEY_IN,2024-05-23,2024-05-24,50.12,48.0,53.0,2024-06-06,55.0,DIST_EXIT,10.24,9,0.0,regime=EARLY_MONEY_IN | score=6 | mkt=SIDEWAY | money_in
SAB,EARLY_MONEY_IN,2024-09-26,2024-09-27,50.77,50.0,52.0,2024-10-02,50.0,SL,-1.52,3,0.0,regime=EARLY_MONEY_IN | score=5 | mkt=UPTREND | money_in
SAB,EARLY_MONEY_IN,2024-11-26,2024-11-27,48.85,48.0,50.0,2024-12-06,50.0,DIST_EXIT,2.87,7,0.0,regime=EARLY_MONEY_IN | score=5 | mkt=SIDEWAY | money_in
SAB,EARLY_MONEY_IN,2025-06-25,2025-06-26,45.74,45.0,47.0,2025-06-27,46.0,DIST_EXIT,-0.17,1,0.0,regime=EARLY_MONEY_IN | score=3 | mkt=UPTREND | money_in
SAB,EARLY_MONEY_IN,2025-07-09,2025-07-10,45.75,45.0,47.0,2025-08-20,45.0,SL,-1.64,29,0.0,regime=EARLY_MONEY_IN | score=3 | mkt=UPTREND | money_in
SAB,BREAKOUT_FLOW,2025-12-01,2025-12-02,47.0,46.0,48.0,2025-12-03,49.0,DIST_EXIT,5.11,1,0.0,regime=BREAKOUT_FLOW | score=9 | mkt=SIDEWAY | breakout_flow | money_in
SAB,MONEY_IN,2025-12-08,2025-12-09,52.27,50.0,56.0,2025-12-09,51.0,DIST_EXIT,-2.2,0,0.0,regime=MONEY_IN | score=3 | mkt=SIDEWAY | money_in
SAB,MONEY_IN,2026-01-13,2026-01-14,51.3,49.0,55.0,2026-01-15,53.0,DIST_EXIT,2.73,1,0.0,regime=MONEY_IN | score=3 | mkt=UPTREND | money_in
SAB,BREAKOUT_FLOW,2026-04-23,2026-04-24,48.1,47.0,50.0,2026-04-24,47.0,SL,-2.29,0,0.0,regime=BREAKOUT_FLOW | score=7 | mkt=UPTREND | breakout_flow | money_in
SAB,EARLY_MONEY_IN,2026-04-28,2026-04-29,48.0,46.0,51.0,2026-04-29,48.0,END_OF_DATA,-1.04,0,0.0,regime=EARLY_MONEY_IN | score=3 | mkt=UPTREND | money_in
SHB,EARLY_MONEY_IN,2024-01-03,2024-01-04,8.2,8.0,8.0,2024-01-11,9.0,DIST_EXIT,5.37,5,0.0,regime=EARLY_MONEY_IN | score=6 | mkt=UPTREND | money_in
SHB,EARLY_MONEY_IN,2025-02-04,2025-02-05,8.04,8.0,8.0,2025-02-05,8.0,SL,-0.5,0,0.0,regime=EARLY_MONEY_IN | score=5 | mkt=SIDEWAY | money_in
SHB,EARLY_MONEY_IN,2025-02-24,2025-02-25,8.49,8.0,9.0,2025-03-19,10.0,DIST_EXIT,15.43,16,0.0,regime=EARLY_MONEY_IN | score=5 | mkt=UPTREND | money_in
SHB,BREAKOUT_FLOW,2025-05-15,2025-05-16,11.36,11.0,12.0,2025-06-12,11.0,DIST_EXIT,1.06,19,0.0,regime=BREAKOUT_FLOW | score=9 | mkt=SIDEWAY | breakout_flow | money_in
SHB,BREAKOUT_FLOW,2025-07-07,2025-07-08,12.31,12.0,13.0,2025-07-09,12.0,DIST_EXIT,-0.41,1,0.0,regime=BREAKOUT_FLOW | score=7 | mkt=UPTREND | breakout_flow | money_in
SHB,EARLY_MONEY_IN,2025-07-21,2025-07-22,12.74,12.0,14.0,2025-07-29,14.0,DIST_EXIT,8.63,5,0.0,regime=EARLY_MONEY_IN | score=5 | mkt=UPTREND | money_in
SHB,EARLY_MONEY_IN,2025-09-24,2025-09-25,17.12,16.0,19.0,2025-10-09,18.0,DIST_EXIT,3.45,10,0.0,regime=EARLY_MONEY_IN | score=6 | mkt=SIDEWAY | money_in
SHB,EARLY_MONEY_IN,2025-12-24,2025-12-25,16.67,16.0,18.0,2025-12-26,16.0,SL,-4.02,1,0.0,regime=EARLY_MONEY_IN | score=4 | mkt=UPTREND | money_in
SHB,EARLY_MONEY_IN,2026-02-25,2026-02-26,16.08,16.0,16.0,2026-02-26,16.0,SL,-0.5,0,0.0,regime=EARLY_MONEY_IN | score=4 | mkt=UPTREND | money_in
SSB,EARLY_MONEY_IN,2024-04-12,2024-04-15,19.87,19.0,21.0,2024-04-16,19.0,SL,-4.38,1,0.0,regime=EARLY_MONEY_IN | score=3 | mkt=UPTREND | money_in
SSB,BREAKOUT_FLOW,2024-08-22,2024-08-23,19.65,19.0,21.0,2024-08-30,19.0,SL,-3.31,5,0.0,regime=BREAKOUT_FLOW | score=7 | mkt=SIDEWAY | breakout_flow | money_in
SSB,EARLY_MONEY_IN,2025-07-22,2025-07-23,20.0,19.0,22.0,2025-07-29,20.0,TSL,0.0,4,0.0,regime=EARLY_MONEY_IN | score=5 | mkt=UPTREND | money_in
SSB,EARLY_MONEY_IN,2025-08-11,2025-08-12,20.5,19.0,23.0,2025-08-15,21.0,DIST_EXIT,0.98,3,0.0,regime=EARLY_MONEY_IN | score=3 | mkt=UPTREND | money_in
SSI,EARLY_MONEY_IN,2024-02-19,2024-02-20,24.76,24.0,26.0,2024-02-22,24.0,SL,-3.07,2,0.0,regime=EARLY_MONEY_IN | score=5 | mkt=UPTREND | money_in
SSI,EARLY_MONEY_IN,2024-06-12,2024-06-13,25.56,25.0,26.0,2024-06-14,25.0,DIST_EXIT,-2.19,1,0.0,regime=EARLY_MONEY_IN | score=4 | mkt=UPTREND | money_in
SSI,EARLY_MONEY_IN,2024-08-16,2024-08-19,22.92,22.0,24.0,2024-10-04,24.0,REVERSAL_DOUBLE_TOP,5.89,32,0.0,regime=EARLY_MONEY_IN | score=4 | mkt=SIDEWAY | money_in
SSI,EARLY_MONEY_IN,2024-12-05,2024-12-06,23.11,22.0,25.0,2025-01-07,22.0,SL,-4.8,21,0.0,regime=EARLY_MONEY_IN | score=4 | mkt=SIDEWAY | money_in
SSI,EARLY_MONEY_IN,2025-01-23,2025-01-24,22.31,22.0,23.0,2025-02-03,22.0,SL,-1.39,1,0.0,regime=EARLY_MONEY_IN | score=3 | mkt=UPTREND | money_in
SSI,BREAKOUT_FLOW,2025-02-24,2025-02-25,23.02,23.0,23.0,2025-02-25,23.0,SL,-0.09,0,0.0,regime=BREAKOUT_FLOW | score=8 | mkt=UPTREND | breakout_flow | money_in
SSI,MONEY_IN,2025-03-06,2025-03-07,24.09,23.0,26.0,2025-03-10,23.0,DIST_EXIT,-2.78,1,0.0,regime=MONEY_IN | score=4 | mkt=UPTREND | money_in
SSI,BREAKOUT_FLOW,2025-07-02,2025-07-03,22.67,22.0,24.0,2025-07-03,23.0,DIST_EXIT,1.54,0,0.0,regime=BREAKOUT_FLOW | score=9 | mkt=UPTREND | breakout_flow | money_in
SSI,MONEY_IN,2025-07-08,2025-07-09,24.22,23.0,26.0,2025-07-29,30.0,DIST_EXIT,23.33,14,0.0,regime=MONEY_IN | score=4 | mkt=UPTREND | money_in
SSI,MONEY_IN,2025-08-26,2025-08-27,35.96,34.0,39.0,2025-09-29,34.0,SL,-5.45,21,0.0,regime=MONEY_IN | score=4 | mkt=UPTREND | money_in
SSI,BREAKOUT_FLOW,2026-01-12,2026-01-13,33.55,32.0,36.0,2026-01-16,32.0,SL,-4.62,3,0.0,regime=BREAKOUT_FLOW | score=8 | mkt=UPTREND | breakout_flow | money_in
SSI,MONEY_IN,2026-03-04,2026-03-05,34.3,33.0,36.0,2026-03-05,33.0,DIST_EXIT,-3.5,0,0.0,regime=MONEY_IN | score=4 | mkt=UPTREND | money_in
SSI,EARLY_MONEY_IN,2026-04-08,2026-04-09,28.95,28.0,30.0,2026-04-23,28.0,SL,-3.28,10,0.0,regime=EARLY_MONEY_IN | score=4 | mkt=SIDEWAY | money_in
TPB,MONEY_IN,2024-01-10,2024-01-11,13.34,13.0,14.0,2024-01-11,13.0,DIST_EXIT,-0.75,0,0.0,regime=MONEY_IN | score=4 | mkt=UPTREND | money_in
TPB,EARLY_MONEY_IN,2024-02-05,2024-02-06,13.16,13.0,13.0,2024-02-15,14.0,DIST_EXIT,3.57,2,0.0,regime=EARLY_MONEY_IN | score=4 | mkt=UPTREND | money_in
TPB,MONEY_IN,2024-02-21,2024-02-22,14.07,14.0,14.0,2024-02-22,14.0,SL,-0.5,0,0.0,regime=MONEY_IN | score=4 | mkt=UPTREND | money_in
TPB,MONEY_IN,2024-02-28,2024-02-29,14.43,14.0,15.0,2024-02-29,14.0,DIST_EXIT,-0.76,0,0.0,regime=MONEY_IN | score=3 | mkt=UPTREND | money_in
TPB,EARLY_MONEY_IN,2024-05-09,2024-05-10,13.13,13.0,13.0,2024-05-10,13.0,SL,-0.99,0,0.0,regime=EARLY_MONEY_IN | score=5 | mkt=SIDEWAY | money_in
