symbol,setup_type,signal_date,entry_date,entry_price,stop_loss,take_profit,exit_date,exit_price,exit_reason,pnl_pct,holding_bars,reasons
BID,BREAKOUT_FLOW,2025-05-14,2025-05-15,37.09,36.0,39.0,2025-05-15,37.0,DIST_EXIT,-0.27,0,regime=BREAKOUT_FLOW | score=6 | mkt=SIDEWAY | breakout_flow | money_in
BID,BREAKOUT_FLOW,2025-07-07,2025-07-08,36.79,36.0,38.0,2025-07-10,38.0,DIST_EXIT,2.83,2,regime=BREAKOUT_FLOW | score=5 | mkt=UPTREND | breakout_flow | money_in
BID,MONEY_IN,2025-12-03,2025-12-04,38.5,38.0,39.0,2025-12-05,38.0,SL,-1.3,1,regime=MONEY_IN | score=3 | mkt=SIDEWAY | money_in
BID,MONEY_IN,2025-12-30,2025-12-31,39.5,38.0,42.0,2026-01-05,38.0,SL,-3.8,1,regime=MONEY_IN | score=4 | mkt=UPTREND | money_in
BID,BREAKOUT_FLOW,2026-01-07,2026-01-08,41.3,40.0,43.0,2026-01-15,51.0,DIST_EXIT,23.49,5,regime=BREAKOUT_FLOW | score=8 | mkt=UPTREND | breakout_flow | money_in
BID,MONEY_IN,2026-04-08,2026-04-09,41.0,39.0,44.0,2026-04-23,42.0,DIST_EXIT,1.46,10,regime=MONEY_IN | score=3 | mkt=SIDEWAY | money_in
BVH,MONEY_IN,2023-06-23,2023-06-26,42.41,41.0,45.0,2023-08-10,44.0,TSL,3.75,33,regime=MONEY_IN | score=3 | mkt=UPTREND | money_in
BVH,BREAKOUT_FLOW,2024-03-07,2024-03-08,43.43,42.0,46.0,2024-03-08,43.0,DIST_EXIT,-1.89,0,regime=BREAKOUT_FLOW | score=8 | mkt=UPTREND | breakout_flow | money_in
BVH,BREAKOUT_FLOW,2024-05-27,2024-05-28,44.53,43.0,47.0,2024-05-29,44.0,DIST_EXIT,-2.04,1,regime=BREAKOUT_FLOW | score=8 | mkt=SIDEWAY | breakout_flow | money_in
BVH,MONEY_IN,2024-07-02,2024-07-03,46.02,44.0,49.0,2024-07-08,44.0,SL,-4.39,3,regime=MONEY_IN | score=4 | mkt=SIDEWAY | money_in
BVH,BREAKOUT_FLOW,2024-08-23,2024-08-26,44.39,43.0,46.0,2024-09-04,43.0,SL,-3.13,5,regime=BREAKOUT_FLOW | score=8 | mkt=SIDEWAY | breakout_flow | money_in
BVH,BREAKOUT_FLOW,2024-12-02,2024-12-03,47.68,46.0,50.0,2024-12-04,50.0,DIST_EXIT,5.77,1,regime=BREAKOUT_FLOW | score=8 | mkt=SIDEWAY | breakout_flow | money_in
BVH,MONEY_IN,2024-12-10,2024-12-11,52.0,50.0,55.0,2024-12-13,52.0,DIST_EXIT,0.0,2,regime=MONEY_IN | score=4 | mkt=SIDEWAY | money_in
BVH,MONEY_IN,2025-02-10,2025-02-11,51.9,50.0,55.0,2025-03-04,56.0,REVERSAL_DOUBLE_TOP,6.99,15,regime=MONEY_IN | score=4 | mkt=SIDEWAY | money_in
BVH,BREAKOUT_FLOW,2025-05-26,2025-05-27,50.73,49.0,53.0,2025-06-02,49.0,SL,-3.41,4,regime=BREAKOUT_FLOW | score=8 | mkt=UPTREND | breakout_flow | money_in
BVH,MONEY_IN,2025-06-16,2025-06-17,50.92,49.0,54.0,2025-07-01,52.0,DIST_EXIT,2.71,10,regime=MONEY_IN | score=4 | mkt=UPTREND | money_in
BVH,BREAKOUT_FLOW,2025-08-13,2025-08-14,59.65,57.0,64.0,2025-08-18,62.0,DIST_EXIT,3.45,2,regime=BREAKOUT_FLOW | score=6 | mkt=UPTREND | breakout_flow | money_in
BVH,MONEY_IN,2025-11-20,2025-11-21,54.7,52.0,59.0,2025-11-25,52.0,SL,-4.94,2,regime=MONEY_IN | score=4 | mkt=SIDEWAY | money_in
BVH,MONEY_IN,2025-12-08,2025-12-09,56.5,54.0,60.0,2025-12-09,55.0,DIST_EXIT,-1.95,0,regime=MONEY_IN | score=3 | mkt=SIDEWAY | money_in
BVH,MONEY_IN,2025-12-22,2025-12-23,55.9,53.0,60.0,2025-12-26,53.0,SL,-5.19,3,regime=MONEY_IN | score=5 | mkt=UPTREND | money_in
BVH,BREAKOUT_FLOW,2025-12-29,2025-12-30,60.0,57.0,64.0,2025-12-31,57.0,SL,-5.0,1,regime=BREAKOUT_FLOW | score=8 | mkt=UPTREND | breakout_flow | money_in
BVH,MONEY_IN,2026-01-06,2026-01-07,63.0,60.0,68.0,2026-01-12,65.0,DIST_EXIT,3.33,3,regime=MONEY_IN | score=4 | mkt=UPTREND | money_in
BVH,BREAKOUT_FLOW,2026-01-15,2026-01-16,78.0,74.0,84.0,2026-01-16,74.0,SL,-5.13,0,regime=BREAKOUT_FLOW | score=8 | mkt=UPTREND | breakout_flow | money_in
ACB,MONEY_IN,2023-01-06,2023-01-09,13.69,13.0,15.0,2023-01-30,15.0,DIST_EXIT,8.77,10,regime=MONEY_IN | score=4 | mkt=UPTREND | money_in
ACB,MONEY_IN,2023-05-30,2023-05-31,14.77,14.0,16.0,2023-08-01,16.0,DIST_EXIT,8.33,44,regime=MONEY_IN | score=4 | mkt=UPTREND | money_in
ACB,BREAKOUT_FLOW,2023-08-03,2023-08-04,16.56,16.0,17.0,2023-08-07,17.0,DIST_EXIT,0.85,1,regime=BREAKOUT_FLOW | score=7 | mkt=UPTREND | breakout_flow | money_in
ACB,MONEY_IN,2023-11-08,2023-11-09,16.08,16.0,16.0,2023-11-09,16.0,SL,-0.5,0,regime=MONEY_IN | score=4 | mkt=SIDEWAY | money_in
ACB,MONEY_IN,2023-12-28,2023-12-29,16.78,16.0,18.0,2023-12-29,17.0,DIST_EXIT,0.18,0,regime=MONEY_IN | score=4 | mkt=UPTREND | money_in
ACB,MONEY_IN,2024-01-02,2024-01-03,17.2,17.0,18.0,2024-01-08,18.0,DIST_EXIT,3.02,3,regime=MONEY_IN | score=4 | mkt=UPTREND | money_in
ACB,MONEY_IN,2024-01-12,2024-01-15,18.25,18.0,19.0,2024-01-15,18.0,SL,-1.37,0,regime=MONEY_IN | score=4 | mkt=UPTREND | money_in
